store_id,sku_id,category,avg_daily_demand,demand_std_dev,lead_time_days,service_level_target,target_doh,safety_stock,reorder_point,order_up_to_level,on_hand_units,moq_units,shelf_life_days,recommended_order_qty
ST001,SKU0001,PERSONALCARE,3.706896551724138,2.6820300029043542,4.0,0.94,30,8.339898856864425,23.167485063760978,119.54679540858857,0.0,12,510,120.0
ST001,SKU0002,HOMECARE,4.0,2.7710235344672607,4.0,0.92,30,7.786972722457255,23.786972722457257,127.78697272245725,0.0,12,536,132.0
ST001,SKU0003,SNACKS,7.491228070175438,4.342986164156541,4.0,0.93,21,12.81868003313699,42.783592313838746,170.1344695068212,0.0,48,396,192.0
ST001,SKU0004,SNACKS,8.333333333333334,4.943730999000269,4.0,0.93,21,14.591827708111694,47.92516104144503,189.59182770811168,0.0,24,420,192.0
ST001,SKU0005,BEVERAGES,6.4035087719298245,3.692945248921086,4.0,0.95,28,12.148708773642111,37.76274386136141,191.4469543876772,0.0,12,373,192.0
ST001,SKU0006,DAIRY,9.789473684210526,5.936379494587538,4.0,0.98,7,24.38366584021249,63.5415605770546,92.90998162968617,0.0,24,21,96.0
ST001,SKU0007,DAIRY,10.947368421052632,6.990864070422757,4.0,0.98,7,28.71495893801177,72.5044326222223,105.3465378853802,0.0,6,8,70.06315789473685
ST001,SKU0008,BEVERAGES,8.035087719298245,5.490136975524842,4.0,0.95,28,18.060943433304843,50.20129431049782,243.04339957365568,0.0,12,507,252.0
ST001,SKU0009,HOMECARE,2.736842105263158,1.986798535597566,4.0,0.92,30,5.583188236865931,16.530556657918563,87.68845139476068,0.0,12,585,96.0
ST001,SKU0010,HOMECARE,3.263157894736842,2.7936555403620336,7.0,0.92,30,10.385330446039847,33.22743570919774,108.2800672881451,0.0,12,703,120.0
ST001,SKU0011,BEVERAGES,6.827586206896552,4.312926026897589,4.0,0.95,28,14.188264036231804,41.498608863818006,205.36067782933523,0.0,6,295,210.0
ST001,SKU0012,DAIRY,9.0,5.644213218610974,4.0,0.98,7,23.183593498192042,59.18359349819204,86.18359349819204,0.0,12,18,96.0
ST001,SKU0013,BEVERAGES,7.2631578947368425,4.029029995764107,4.0,0.95,28,13.254329203257733,42.3069607822051,216.62275025588931,0.0,6,569,222.0
ST001,SKU0014,SNACKS,8.491228070175438,6.822030507893276,4.0,0.93,21,20.13578283502698,54.10069511572873,198.4515723087112,0.0,12,238,204.0
ST001,SKU0015,BEVERAGES,6.701754385964913,4.784517113568,4.0,0.95,28,15.739660654927425,42.54667819878708,203.388783461945,0.0,12,548,204.0
ST001,SKU0016,SNACKS,8.385964912280702,5.031168516518207,4.0,0.93,21,14.849906715870159,48.39376636499297,190.9551698737649,0.0,24,667,192.0
ST001,SKU0017,BEVERAGES,6.913793103448276,5.144523515550964,4.0,0.95,28,16.923976326982284,44.57914874077539,210.510183223534,0.0,6,402,216.0
ST001,SKU0018,HOMECARE,2.9649122807017543,2.2116970882164364,4.0,0.92,30,6.21518535734508,18.0748344801521,95.16255377839771,0.0,12,527,96.0
ST001,SKU0019,GROCERY,14.052631578947368,7.689094904546817,4.0,0.96,21,26.92238269985228,83.13290901564176,322.027645857747,0.0,24,19,213.60000000000002
ST001,SKU0020,BEVERAGES,7.245614035087719,4.396754898113518,4.0,0.95,28,14.464036481957342,43.44649262230822,217.3412294644135,0.0,6,304,222.0
ST001,SKU0021,DAIRY,9.719298245614034,6.74207043751852,4.0,0.98,7,27.69303963291335,66.57023261536949,95.7281273522116,0.0,48,12,93.30526315789474
ST001,SKU0022,SNACKS,8.12280701754386,4.807249642239002,4.0,0.93,21,14.188991784467698,46.680219854643134,184.76793915288874,0.0,48,254,192.0
ST001,SKU0023,DAIRY,10.298245614035087,6.230583876218704,4.0,0.98,7,25.592109696768723,66.78509215290907,97.67982899501433,0.0,12,9,74.14736842105263
ST001,SKU0024,BEVERAGES,8.43859649122807,5.59661104042836,4.0,0.95,28,18.41121193697048,52.16559790188276,254.69191369135646,0.0,12,491,264.0
ST001,SKU0025,BEVERAGES,7.228070175438597,5.509788509875755,5.0,0.95,28,20.265027059548633,56.405377936741615,222.65099197182934,0.0,6,565,228.0
ST001,SKU0026,HOMECARE,2.694915254237288,2.465305725519765,4.0,0.92,30,6.927861924792656,17.707522941741807,87.7753195519113,0.0,12,472,96.0
ST001,SKU0027,HOMECARE,2.736842105263158,2.4822679418907105,4.0,0.92,30,6.975528180437924,17.922896601490557,89.08079133833266,0.0,24,347,96.0
ST001,SKU0028,PERSONALCARE,4.4035087719298245,3.839920242488335,4.0,0.94,30,11.94041319675762,29.55444828447692,144.04567635465236,0.0,6,514,150.0
ST001,SKU0029,SNACKS,8.666666666666666,4.867286327151526,4.0,0.93,21,14.366194986378744,49.03286165304541,196.36619498637873,0.0,24,341,216.0
ST001,SKU0030,HOMECARE,2.912280701754386,2.0378621654846496,4.0,0.92,30,5.7266843451069676,17.375807152124512,93.09510539773856,0.0,24,273,96.0
ST001,SKU0031,BEVERAGES,8.421052631578947,5.074260566895622,4.0,0.95,28,16.692831795110195,50.37704232142598,252.4823054793207,0.0,24,587,264.0
ST001,SKU0032,SNACKS,8.473684210526315,5.067773754526506,4.0,0.93,21,14.957950079544181,48.85268692164944,192.9053185005968,0.0,12,576,204.0
ST001,SKU0033,GROCERY,12.982456140350877,7.371497299129784,4.0,0.96,21,25.810355291718995,77.7401798531225,298.44193423908746,0.0,6,20,207.71929824561403
ST001,SKU0034,PERSONALCARE,3.6491228070175437,2.4457779077289166,4.0,0.94,30,7.6052618183705185,22.201753046440693,117.07894602889684,0.0,12,580,120.0
ST001,SKU0035,HOMECARE,3.456140350877193,2.7585592476521175,4.0,0.92,30,7.751946292610255,21.576507696119027,111.43615681892605,0.0,6,271,114.0
ST001,SKU0036,GROCERY,12.87719298245614,9.045658341828567,2.0,0.96,21,22.395638799803017,48.1500247647153,292.81669143138197,0.0,12,21,216.33684210526317
ST001,SKU0037,DAIRY,9.403508771929825,6.108716398728971,4.0,0.98,7,25.09153929849675,62.70557438621605,90.91610070200554,0.0,24,8,60.18245614035089
ST001,SKU0038,GROCERY,14.614035087719298,8.915785331095371,4.0,0.96,21,31.217482386846154,89.67362273772335,338.1122192289514,0.0,12,15,175.36842105263156
ST001,SKU0039,HOMECARE,2.912280701754386,1.9018853592684022,4.0,0.92,30,5.344570058554601,16.993692865572147,92.71299111118618,0.0,6,296,96.0
ST001,SKU0040,BEVERAGES,6.7368421052631575,3.9166600010608237,4.0,0.95,28,12.884664816561305,39.832033237613935,201.5162437639297,0.0,48,307,240.0
ST001,SKU0041,PERSONALCARE,3.245614035087719,2.6137049630907487,4.0,0.94,30,8.12743892136048,21.109895061711356,105.49585997399205,0.0,12,492,108.0
ST001,SKU0042,SNACKS,7.947368421052632,5.040624439178353,4.0,0.93,21,14.877816647520158,46.66729033173068,181.7725534896254,0.0,12,248,192.0
ST001,SKU0043,PERSONALCARE,3.982456140350877,3.0908345386583562,4.0,0.94,30,9.611095851947919,25.54092041335143,129.08478006247424,0.0,24,344,144.0
ST001,SKU0044,GROCERY,13.070175438596491,8.06416156549371,4.0,0.96,21,28.235630658073855,80.51633241245982,302.70931486860013,0.0,24,15,156.8421052631579
ST001,SKU0045,BEVERAGES,8.12280701754386,5.318667178098141,4.0,0.95,28,17.49685799688496,49.988086067060394,244.935454488113,0.0,24,424,264.0
ST001,SKU0046,BEVERAGES,7.894736842105263,4.94138576039988,4.0,0.95,28,16.255712580320203,47.834659948741255,237.30834415926756,0.0,24,375,240.0
ST001,SKU0047,DAIRY,9.368421052631579,5.79295008408425,4.0,0.98,7,23.794529849065107,61.26821405959142,89.37347721748617,0.0,6,9,67.45263157894738
ST001,SKU0048,GROCERY,13.789473684210526,8.661773247405733,4.0,0.96,21,30.328091553155776,85.48598628999788,319.9070389215768,0.0,48,9,99.28421052631579
